"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_011E","S1903_C01_011M","S1903_C02_011E","S1903_C02_011M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M",
"8600000US10471","ZCTA5 10471","8620","318","80222","6946","74.7","3.2","82330","5453","9.2","2.1","71467","27328","0.3","0.5","-","**","6.4","1.9","85500","40453","0.0","0.3","-","**","8.1","2.1","59155","17521","1.3","0.7","(X)","(X)","19.2","2.8","70173","12889","66.1","3.6","82723","5269","0.6","0.5","39250","10215","30.7","3.0","76893","10527","38.6","2.9","93409","10968","30.2","2.4","61375","11670","4431","289","103438","10047","43.1","3.6","101658","21717","56.9","3.6","105461","11219","70.5","4.8","(X)","(X)","22.8","4.1","(X)","(X)","6.7","2.6","(X)","(X)","4189","363","56426","9370","60.3","4.4","54747","9002","55.1","4.6","53085","8699","5.3","2.1","87411","43103","39.7","4.4","61005","15682","34.0","4.6","51004","16942","5.7","2.4","111136","14413","27.0","(X)","(X)","(X)","28.6","(X)","(X)","(X)","25.1","(X)","(X)","(X)",
"8600000US10472","ZCTA5 10472","21303","417","29308","1939","19.5","1.6","24469","2552","31.4","1.8","31665","2907","0.7","0.4","30833","20135","4.2","0.7","40789","14802","0.0","0.1","-","**","38.5","1.9","29665","3847","5.8","1.1","31399","5804","65.0","1.8","26485","1930","2.2","0.5","27348","5438","2.9","0.7","19012","4127","38.5","1.9","32212","2723","38.4","2.0","34537","4538","20.3","1.5","20029","2243","14969","499","33598","2230","53.8","2.6","26814","3277","46.2","2.6","41469","3676","38.7","2.8","47693","4866","46.7","2.8","22034","1664","14.6","2.0","41351","6135","6334","507","15537","1494","49.3","3.9","12769","1668","45.6","3.9","11621","1484","3.7","1.5","60656","14384","50.7","3.9","19917","3327","39.5","3.5","15917","3845","11.2","2.4","28833","8277","43.4","(X)","(X)","(X)","43.5","(X)","(X)","(X)","36.3","(X)","(X)","(X)",
"8600000US10473","ZCTA5 10473","20624","340","36764","1646","30.0","2.1","32226","4598","43.9","2.1","41074","3439","0.5","0.3","26563","18213","1.8","0.6","37788","12677","0.0","0.1","-","**","21.7","2.3","32266","4715","2.2","0.7","70724","26212","57.6","1.8","33399","3510","1.4","0.5","39545","37914","1.7","0.6","16392","2663","29.9","2.5","36529","3126","43.8","2.2","49756","4862","24.6","2.2","25110","2454","14278","439","42694","2719","45.1","2.9","33828","4514","54.9","2.9","50510","4609","38.1","3.1","(X)","(X)","51.6","3.1","(X)","(X)","10.3","1.6","(X)","(X)","6346","408","23281","2753","66.0","4.1","(X)","(X)","60.8","4.7","(X)","(X)","5.2","1.8","(X)","(X)","34.0","4.1","(X)","(X)","30.9","3.9","(X)","(X)","3.1","1.6","(X)","(X)","36.0","(X)","(X)","(X)","39.5","(X)","(X)","(X)","24.3","(X)","(X)","(X)",
"8600000US10474","ZCTA5 10474","3613","177","26585","3028","21.0","4.3","25028","5042","31.2","3.7","31582","4658","0.6","0.6","-","**","0.7","0.8","-","**","0.2","0.3","-","**","44.1","5.2","25441","4656","2.4","1.3","53264","40421","70.4","3.9","26524","2406","1.9","1.6","10400","8037","2.9","1.7","10595","10085","43.1","4.8","27446","5941","37.9","4.8","30128","4289","16.0","2.6","16313","5245","2555","172","30023","2439","58.6","5.7","24657","4941","41.4","5.7","40417","6481","38.0","5.3","41689","5348","48.7","5.8","20250","5047","13.3","4.1","38214","21202","1058","162","13259","3840","41.2","9.4","11151","2294","36.6","8.8","10179","1661","4.6","4.3","24205","12635","58.8","9.4","20326","12809","43.6","9.4","14598","9824","15.2","7.9","27361","13365","31.2","(X)","(X)","(X)","34.6","(X)","(X)","(X)","20.4","(X)","(X)","(X)",
"8600000US10475","ZCTA5 10475","18271","433","44923","5137","18.6","2.9","36814","7228","62.5","3.9","47560","8202","0.3","0.4","-","**","1.4","0.6","(X)","(X)","0.0","0.2","-","**","13.6","3.4","37093","9270","3.7","1.6","51700","23652","26.8","3.3","44548","11221","10.7","2.2","34776","11142","1.3","1.0","(X)","(X)","21.0","3.2","(X)","(X)","44.2","3.5","(X)","(X)","33.5","3.5","(X)","(X)","10176","729","58569","8070","37.7","5.2","47461","10458","62.3","5.2","67594","11633","50.5","6.5","84063","14409","43.4","6.2","47836","11000","6.1","2.7","30610","28089","8095","784","34304","3847","61.2","7.7","(X)","(X)","59.3","7.7","(X)","(X)","1.9","1.4","(X)","(X)","38.8","7.7","(X)","(X)","37.5","7.8","(X)","(X)","1.3","1.4","(X)","(X)","36.8","(X)","(X)","(X)","40.7","(X)","(X)","(X)","32.0","(X)","(X)","(X)",
"8600000US11001","ZCTA5 11001","9131","221","99691","5127","79.4","2.1","101469","4665","4.5","1.0","101250","31471","0.2","0.2","-","**","10.9","1.6","95921","15830","0.0","0.3","-","**","3.6","1.1","62188","28173","1.4","0.6","111071","57829","7.1","1.3","93317","10980","76.0","2.1","100954","4693","0.5","0.4","96793","31370","24.8","2.6","107799","6728","50.1","2.8","110641","6361","24.6","2.0","62297","6723","7095","242","113948","7329","42.0","2.9","122317","12013","58.0","2.9","110968","5603","82.6","2.5","125264","5939","12.4","2.2","74955","17211","5.0","1.4","90750","8166","2036","200","42381","5599","60.3","5.5","(X)","(X)","54.5","5.3","(X)","(X)","5.8","2.3","(X)","(X)","39.7","5.5","(X)","(X)","33.5","5.0","(X)","(X)","6.2","2.8","(X)","(X)","33.1","(X)","(X)","(X)","34.3","(X)","(X)","(X)","28.8","(X)","(X)","(X)",
"8600000US11003","ZCTA5 11003","12042","352","89831","5558","29.7","2.6","72407","16639","42.1","2.5","99208","8607","0.1","0.1","-","**","11.2","1.8","103580","21306","0.1","0.2","-","**","11.8","2.2","75917","27199","5.0","1.6","94883","16970","17.7","2.4","89428","9686","25.3","2.5","64034","11540","1.0","0.8","93516","92999","28.7","2.8","91356","10067","50.3","2.7","103807","6970","19.9","2.3","51357","11277","10099","412","96164","8001","42.5","3.2","92346","10193","57.5","3.2","99837","9318","65.7","3.6","104903","6429","23.6","3.3","65918","9703","10.8","2.1","90095","12651","1943","318","38849","3858","51.5","7.1","(X)","(X)","36.3","6.8","(X)","(X)","15.2","5.6","(X)","(X)","48.5","7.1","(X)","(X)","38.1","6.9","(X)","(X)","10.4","4.6","(X)","(X)","48.9","(X)","(X)","(X)","48.0","(X)","(X)","(X)","41.2","(X)","(X)","(X)",
"8600000US11004","ZCTA5 11004","4862","225","85968","5850","57.4","5.0","68867","8009","7.6","3.5","84297","6478","0.0","0.6","-","**","28.1","4.3","125346","19618","0.0","0.6","-","**","2.0","1.9","143318","57025","5.0","3.0","84231","29599","10.0","3.6","100946","73606","50.1","4.9","70122","8246","2.1","2.0","(X)","(X)","21.9","4.2","(X)","(X)","52.6","4.6","(X)","(X)","23.4","4.0","(X)","(X)","3150","280","101541","7018","31.9","5.8","99881","17592","68.1","5.8","101836","8952","78.9","4.8","(X)","(X)","16.0","4.2","(X)","(X)","5.1","2.1","(X)","(X)","1712","268","50484","13072","56.3","9.4","(X)","(X)","54.3","9.3","(X)","(X)","2.0","1.9","(X)","(X)","43.8","9.4","(X)","(X)","41.6","9.7","(X)","(X)","2.1","2.0","(X)","(X)","36.9","(X)","(X)","(X)","39.1","(X)","(X)","(X)","31.1","(X)","(X)","(X)",
"8600000US11005","ZCTA5 11005","1522","107","58894","5866","98.3","1.6","58654","6289","0.6","1.0","-","**","0.0","1.9","-","**","0.0","1.9","-","**","0.0","1.9","-","**","0.0","1.9","-","**","1.1","1.2","-","**","2.5","2.0","(X)","(X)","95.8","2.6","58702","6042","0.0","1.9","-","**","0.6","0.9","-","**","11.8","4.9","80417","45364","87.6","4.9","57885","6547","397","109","75573","27105","0.0","7.3","-","**","100.0","7.3","75573","27105","98.0","3.3","75156","29431","0.0","7.3","-","**","2.0","3.3","-","**","1125","133","56399","5729","75.3","7.2","(X)","(X)","74.7","7.1","(X)","(X)","0.6","1.1","(X)","(X)","24.7","7.2","(X)","(X)","23.3","7.1","(X)","(X)","1.4","1.6","(X)","(X)","40.3","(X)","(X)","(X)","39.5","(X)","(X)","(X)","40.5","(X)","(X)","(X)",
"8600000US11040","ZCTA5 11040","12945","346","106654","3762","63.5","1.9","94615","6139","1.0","0.6","71500","57472","0.1","0.2","-","**","30.9","2.1","124670","5940","0.0","0.2","-","**","2.9","1.1","116711","56057","1.5","0.5","133625","18959","8.7","1.5","122708","40785","57.9","2.1","94161","7746","0.5","0.4","(X)","(X)","22.6","2.0","(X)","(X)","45.7","2.3","(X)","(X)","31.2","1.9","(X)","(X)","10597","344","120428","5492","40.9","2.6","134138","10807","59.1","2.6","108160","6687","85.1","2.2","(X)","(X)","10.8","1.9","(X)","(X)","4.1","1.2","(X)","(X)","2348","232","44643","5959","63.2","6.4","(X)","(X)","58.2","6.4","(X)","(X)","5.0","2.8","(X)","(X)","36.8","6.4","(X)","(X)","32.6","6.4","(X)","(X)","4.2","1.7","(X)","(X)","35.2","(X)","(X)","(X)","35.3","(X)","(X)","(X)","34.5","(X)","(X)","(X)",
"8600000US11101","ZCTA5 11101","11772","382","48013","5874","53.3","2.3","65094","10707","16.0","1.9","18877","3552","0.9","0.7","(X)","(X)","17.1","2.2","65485","15347","0.3","0.5","-","**","9.3","1.4","26104","6358","3.1","1.0","52115","31092","27.5","2.8","27829","5745","38.7","2.0","81512","7315","4.1","1.3","28750","5638","45.6","2.8","77721","8357","34.0","3.0","35709","7726","16.3","2.3","16560","2716","5600","353","49353","10750","36.3","4.3","39538","8808","63.7","4.3","55957","11327","59.5","4.3","87404","16327","31.0","4.0","21603","5541","9.6","2.6","69148","30557","6172","391","43750","9305","50.1","4.5","30901","9771","38.8","4.8","19360","6480","11.3","2.5","85568","17109","49.9","4.5","53725","6776","37.4","4.1","42353","10161","12.5","2.6","101150","19419","35.8","(X)","(X)","(X)","34.1","(X)","(X)","(X)","36.5","(X)","(X)","(X)",
"8600000US11102","ZCTA5 11102","14039","359","51123","2936","65.6","2.7","54066","5384","9.2","1.5","34063","9368","0.3","0.3","(X)","(X)","12.3","1.8","61299","13297","0.7","0.6","178144","169716","10.0","1.9","36162","6302","1.9","0.8","62446","25669","25.7","2.7","38070","2905","51.3","2.8","61929","4257","4.1","1.1","37929","5716","50.0","2.5","66887","4434","31.1","2.0","46909","4203","14.7","1.6","30100","4460","7508","436","50667","3470","35.0","3.9","46483","3998","65.0","3.9","54692","5661","66.4","3.0","61294","3385","23.4","2.4","30402","3722","10.2","2.3","47664","6224","6531","448","50734","5005","49.0","3.6","49284","7611","34.5","3.5","41054","6363","14.5","2.4","88897","14716","51.0","3.6","51629","7333","30.5","3.5","41310","9137","20.4","3.3","76705","14875","34.0","(X)","(X)","(X)","33.3","(X)","(X)","(X)","33.7","(X)","(X)","(X)",
"8600000US11103","ZCTA5 11103","16607","409","59243","2328","77.7","1.5","61053","2379","2.9","0.8","55833","15331","0.1","0.2","-","**","12.0","1.2","57404","6372","0.1","0.2","-","**","4.7","1.0","39899","8968","2.5","0.6","48565","15267","21.2","1.9","52207","4784","63.6","1.9","62440","3722","4.4","0.9","55388","15047","50.2","2.4","72714","3361","28.6","2.2","51175","4013","16.8","1.5","33137","2343","7870","442","61405","3808","36.2","2.4","50356","3219","63.8","2.4","67282","5886","73.3","2.7","65965","4580","16.4","2.3","50871","10006","10.3","2.0","56688","10786","8737","394","55985","3087","49.3","3.3","(X)","(X)","32.9","2.8","(X)","(X)","16.4","2.4","(X)","(X)","50.7","3.3","(X)","(X)","30.8","3.2","(X)","(X)","19.9","2.6","(X)","(X)","36.8","(X)","(X)","(X)","36.9","(X)","(X)","(X)","35.5","(X)","(X)","(X)",
"8600000US11104","ZCTA5 11104","11540","357","55294","3647","72.1","2.7","59679","7001","1.6","0.7","61949","8058","0.0","0.3","-","**","20.1","2.5","41238","7719","0.0","0.3","-","**","3.7","1.3","38143","13570","2.5","1.0","42344","20374","23.1","2.8","47819","7043","53.6","3.0","68410","5799","4.1","1.2","42656","29100","45.9","2.8","66256","3305","33.5","2.7","52750","8711","16.5","2.4","31835","4333","5802","359","59396","4922","38.8","4.5","44563","6090","61.2","4.5","67185","7076","73.2","4.2","61777","5114","16.4","3.2","40208","15825","10.3","3.4","60724","36081","5738","363","50128","5178","48.3","5.4","42459","8100","38.9","5.0","31655","9836","9.4","2.4","67328","19715","51.7","5.4","62067","11925","36.4","5.1","45063","7747","15.4","3.3","85976","10914","40.7","(X)","(X)","(X)","45.3","(X)","(X)","(X)","36.0","(X)","(X)","(X)",
"8600000US11105","ZCTA5 11105","15532","353","61646","1809","79.5","2.2","63060","3083","2.1","0.7","(X)","(X)","0.3","0.3","75489","15144","10.8","1.4","60481","5775","0.0","0.2","-","**","5.9","1.1","48006","9023","1.5","0.6","70500","17366","17.0","1.9","52536","3642","68.7","2.3","63950","3486","4.1","0.8","42298","11002","47.8","2.0","72727","3326","30.8","2.0","62874","5834","17.3","1.5","37207","6157","7963","385","70935","5347","36.3","3.5","69077","11001","63.7","3.5","73109","8253","70.7","2.8","81002","7532","21.1","2.6","49880","7259","8.3","1.8","62367","8151","7569","393","55180","3155","52.7","3.6","49800","5493","37.4","3.2","35104","8498","15.3","2.3","96484","15257","47.3","3.6","61414","2236","27.3","3.5","51343","3654","20.0","3.0","82434","14096","36.5","(X)","(X)","(X)","40.3","(X)","(X)","(X)","31.6","(X)","(X)","(X)",
"8600000US11106","ZCTA5 11106","17004","398","54109","2959","62.9","2.6","62538","5272","7.7","1.1","29688","10025","0.3","0.3","36771","23791","16.5","1.9","48955","5364","0.0","0.1","-","**","10.0","1.9","48277","3592","2.5","0.7","56458","24768","25.9","2.4","44539","6669","48.4","2.4","68253","3852","3.3","0.8","37904","19022","46.4","2.5","74392","6580","29.4","2.1","52120","5150","20.9","1.7","24206","3342","8269","466","58803","6866","35.6","3.7","42525","6701","64.4","3.7","67447","9030","64.7","3.5","80714","13711","26.5","3.2","37802","6884","8.8","1.8","47209","14334","8735","490","50390","5488","53.4","3.3","42536","6938","39.4","3.6","25512","7689","14.0","2.7","92212","12750","46.6","3.3","57591","7182","30.3","3.6","41527","3980","16.2","2.8","88656","9577","33.6","(X)","(X)","(X)","35.1","(X)","(X)","(X)","31.9","(X)","(X)","(X)",
"8600000US11109","ZCTA5 11109","2560","212","129505","8539","70.9","6.0","137692","17800","3.6","3.2","(X)","(X)","0.0","1.2","-","**","20.6","4.6","85089","42324","0.0","1.2","-","**","0.6","0.9","-","**","4.4","2.9","91339","80714","5.1","3.0","172059","41432","65.8","6.3","135333","16665","3.4","2.7","(X)","(X)","78.2","5.8","(X)","(X)","14.7","5.2","(X)","(X)","3.7","2.3","(X)","(X)","1017","191","160104","39257","37.1","8.9","185417","115015","62.9","8.9","159773","33199","94.5","4.8","161007","44049","5.5","4.8","140789","125794","0.0","2.9","-","**","1543","221","98495","7041","45.2","7.9","83026","15564","34.6","7.2","90583","27147","10.6","6.0","82566","25013","54.8","7.9","126125","29964","33.8","8.7","98654","20016","20.9","7.0","171544","46297","18.1","(X)","(X)","(X)","18.1","(X)","(X)","(X)","18.1","(X)","(X)","(X)",
"8600000US11201","ZCTA5 11201","25664","476","101150","3294","70.0","1.4","123313","4649","11.7","0.9","38621","10795","0.2","0.2","40625","39990","10.3","1.0","91750","10377","0.1","0.1","-","**","4.6","0.9","36007","4782","3.1","0.7","101786","20296","10.9","1.3","45979","10225","65.3","1.6","126469","7388","2.0","0.5","50972","27097","54.4","1.5","125380","6837","27.6","1.6","90649","9980","15.9","1.0","44125","5712","11826","569","147225","10310","41.1","2.4","168233","17342","58.9","2.4","135496","8497","78.1","2.2","179318","9347","16.5","2.1","36361","4619","5.3","1.3","74313","24937","13838","531","76265","5019","50.0","2.3","(X)","(X)","39.7","2.0","(X)","(X)","10.3","1.5","(X)","(X)","50.0","2.3","(X)","(X)","35.1","2.1","(X)","(X)","14.9","1.7","(X)","(X)","24.0","(X)","(X)","(X)","26.6","(X)","(X)","(X)","21.4","(X)","(X)","(X)",
"8600000US11203","ZCTA5 11203","27447","362","45936","1960","3.0","0.5","31518","6954","91.6","1.1","47030","2133","0.2","0.1","(X)","(X)","1.4","0.3","31250","24684","0.0","0.1","-","**","2.4","0.6","36106","12413","1.4","0.4","37546","7582","5.6","0.9","37295","13129","2.5","0.4","30799","7235","2.4","0.5","32654","4565","29.1","1.5","45810","3009","42.1","1.7","54906","3558","26.5","1.5","36318","3393","18416","501","57731","3589","37.9","2.0","45730","3697","62.1","2.0","63607","2782","44.7","2.1","72307","4387","44.1","1.9","42564","3672","11.3","1.5","60729","6162","9031","448","25605","1791","62.6","3.0","23326","1804","57.1","3.1","21990","1935","5.5","1.3","42426","18178","37.4","3.0","36525","5352","32.2","2.7","32485","10148","5.2","1.6","54750","12480","52.8","(X)","(X)","(X)","58.6","(X)","(X)","(X)","37.3","(X)","(X)","(X)",
"8600000US11204","ZCTA5 11204","24480","415","46560","2520","68.0","1.5","47444","2977","1.0","0.4","70402","27631","0.3","0.2","(X)","(X)","25.4","1.3","46567","5291","0.0","0.1","-","**","4.0","0.7","42266","5531","1.3","0.4","34878","7750","9.8","1.0","44098","6860","62.7","1.5","47278","2972","2.8","0.6","29022","10046","36.4","1.6","50404","2707","38.1","1.6","59097","3426","22.6","1.2","24323","1524","18898","484","52317","2753","45.3","1.8","48741","4256","54.7","1.8","56166","2858","78.3","1.8","55846","3613","14.3","1.4","39903","5922","7.3","1.2","46833","10771","5582","388","25053","2469","60.5","4.4","(X)","(X)","54.7","4.3","(X)","(X)","5.8","2.0","(X)","(X)","39.5","4.4","(X)","(X)","31.4","4.0","(X)","(X)","8.2","2.3","(X)","(X)","46.9","(X)","(X)","(X)","47.3","(X)","(X)","(X)","43.2","(X)","(X)","(X)",
"8600000US11205","ZCTA5 11205","15198","353","47575","3834","43.3","2.2","61607","6604","36.9","2.4","36522","4004","0.5","0.4","(X)","(X)","7.3","1.4","57857","15392","0.0","0.2","-","**","9.3","1.6","27468","2687","2.7","0.9","64145","37450","20.8","1.9","29674","3768","35.3","1.9","69825","11482","7.5","1.2","17475","9465","50.3","2.9","65384","7352","28.7","2.2","41542","5908","13.4","1.6","22616","3468","8378","384","47618","4218","51.9","3.5","31698","4493","48.1","3.5","56750","10744","58.3","3.2","(X)","(X)","34.0","2.9","(X)","(X)","7.7","1.9","(X)","(X)","6820","416","42895","9128","57.9","3.7","42061","12689","42.1","3.9","27138","4651","15.8","3.0","88551","9968","42.1","3.7","45104","10033","26.9","3.3","31813","8085","15.2","3.3","96027","11932","37.4","(X)","(X)","(X)","40.3","(X)","(X)","(X)","32.2","(X)","(X)","(X)",
"8600000US11206","ZCTA5 11206","29525","601","30779","1625","42.7","1.7","41036","3409","29.0","1.6","21727","1672","1.0","0.4","(X)","(X)","6.0","0.7","31956","5924","0.0","0.1","-","**","18.0","1.4","21606","4311","3.3","0.8","35824","10658","44.1","1.7","24310","2919","25.4","1.0","61198","3883","6.4","0.9","44402","13918","41.4","1.6","44010","3633","32.7","1.5","28743","3476","19.6","1.3","15291","1642","17274","598","31144","1737","47.1","2.2","26080","1737","52.9","2.2","35512","3231","47.1","2.7","41128","5311","44.5","2.4","21630","1661","8.4","1.4","29461","5101","12251","511","25038","4279","57.2","3.2","20159","2376","40.9","3.1","12143","1251","16.2","1.9","81105","7248","42.8","3.2","36121","5314","27.6","2.9","17476","3405","15.2","2.1","93854","11719","42.1","(X)","(X)","(X)","41.6","(X)","(X)","(X)","41.3","(X)","(X)","(X)",
"8600000US11207","ZCTA5 11207","32005","506","34252","2116","13.1","1.1","38170","4091","66.4","1.3","35280","2442","0.7","0.3","9247","5842","1.5","0.4","37625","22059","0.1","0.1","37880","29424","15.8","1.3","28005","2976","2.3","0.5","47574","15154","31.4","1.3","31072","2122","3.2","0.7","50893","13136","3.6","0.6","27154","8667","36.6","1.4","35319","2822","43.1","1.6","40979","2214","16.7","1.2","22092","2945","21937","532","39508","2208","48.7","2.3","29861","2762","51.3","2.3","49238","3124","37.0","2.2","60798","4310","52.1","2.4","26122","2153","10.9","1.4","37383","7007","10068","419","21626","3128","53.0","3.0","18819","3100","44.8","2.8","14583","1633","8.2","1.6","44737","18335","47.0","3.0","25949","3152","39.5","3.1","17660","7232","7.5","1.7","51667","18356","53.6","(X)","(X)","(X)","56.5","(X)","(X)","(X)","45.3","(X)","(X)","(X)",
"8600000US11208","ZCTA5 11208","29806","485","35698","1290","25.7","1.5","39375","4891","57.5","1.6","34831","2086","0.4","0.2","22955","21475","4.6","0.6","46042","7054","0.0","0.1","-","**","10.3","1.0","32358","4015","1.6","0.4","42721","13342","37.9","1.5","37020","2550","3.2","0.5","31389","12728","4.0","0.8","32188","15931","39.2","1.6","37144","2532","42.3","1.6","38380","3435","14.6","1.1","24443","2060","21222","516","40745","1692","52.2","1.9","33703","3247","47.8","1.9","49694","2774","46.0","2.1","52730","3413","41.7","2.0","27655","2583","12.3","1.6","39193","6827","8584","494","21546","2419","57.6","3.9","(X)","(X)","50.0","3.9","(X)","(X)","7.6","2.0","(X)","(X)","42.4","3.9","(X)","(X)","34.5","3.5","(X)","(X)","7.9","2.1","(X)","(X)","62.2","(X)","(X)","(X)","62.9","(X)","(X)","(X)","57.6","(X)","(X)","(X)",
"8600000US11209","ZCTA5 11209","30483","414","62761","3103","80.5","1.4","64885","3594","2.4","0.6","65671","8766","0.2","0.1","(X)","(X)","10.1","1.0","61129","4315","0.0","0.1","-","**","5.1","1.0","51567","8735","1.7","0.4","51722","4560","14.0","1.2","61783","7624","72.5","1.4","63485","3905","1.9","0.4","25850","19208","37.1","1.6","76002","5055","37.8","1.4","69769","4030","23.2","1.0","34085","2682","16789","531","80078","4926","44.4","2.4","75417","8063","55.6","2.4","82579","4796","76.9","1.8","90523","5500","16.4","1.5","48164","6907","6.7","1.2","69442","6155","13694","503","48881","2748","58.0","2.2","41208","5191","51.2","2.4","33833","4065","6.8","1.4","93558","11935","42.0","2.2","54495","4708","34.3","2.4","51124","1693","7.7","1.2","71703","12149","29.9","(X)","(X)","(X)","32.8","(X)","(X)","(X)","25.6","(X)","(X)","(X)",
"8600000US11210","ZCTA5 11210","21925","387","57565","2781","28.1","1.3","77519","6638","62.6","1.6","54029","2449","0.2","0.1","(X)","(X)","3.6","0.6","46493","12484","0.0","0.1","-","**","3.9","1.0","48964","7904","1.6","0.5","44323","24728","7.4","1.2","49042","4781","26.1","1.2","78772","5320","1.8","0.5","27468","14400","34.2","1.4","56074","3095","44.3","1.9","66045","4138","19.7","1.2","44636","6278","15748","461","66595","2927","44.5","2.3","59332","5153","55.5","2.3","72393","4535","58.6","2.3","85103","6907","33.9","2.1","45572","5152","7.5","1.4","49583","7128","6177","415","34786","2767","60.5","3.8","(X)","(X)","53.4","3.5","(X)","(X)","7.1","2.0","(X)","(X)","39.5","3.8","(X)","(X)","32.2","3.6","(X)","(X)","7.3","2.1","(X)","(X)","56.3","(X)","(X)","(X)","59.8","(X)","(X)","(X)","45.3","(X)","(X)","(X)",
"8600000US11211","ZCTA5 11211","37381","523","54406","3227","78.1","1.4","57940","3965","6.0","1.0","38138","4212","0.4","0.2","23319","17532","5.8","0.7","85238","15166","0.0","0.1","-","**","7.7","0.9","30912","5355","2.0","0.5","81875","25704","24.8","1.2","32568","2344","63.7","1.2","66242","3476","5.9","0.7","19330","4454","54.5","1.7","81093","2309","25.1","1.3","41809","5000","14.4","1.2","17273","2025","18948","620","44107","3496","47.4","2.2","35596","4897","52.6","2.2","52337","8990","73.1","2.1","55436","6056","19.5","1.9","28531","5620","7.4","1.2","34201","5406","18433","737","64183","3489","51.6","2.4","(X)","(X)","34.2","2.5","(X)","(X)","17.4","1.5","(X)","(X)","48.4","2.4","(X)","(X)","27.3","2.1","(X)","(X)","21.1","2.0","(X)","(X)","39.9","(X)","(X)","(X)","41.9","(X)","(X)","(X)","37.2","(X)","(X)","(X)",
"8600000US11212","ZCTA5 11212","31443","478","28207","1206","4.8","1.0","21319","1950","86.2","1.3","29828","1511","0.2","0.2","(X)","(X)","0.8","0.3","(X)","(X)","0.0","0.1","-","**","7.0","1.1","16353","3271","1.0","0.4","32974","19718","14.2","1.2","16822","2356","1.4","0.5","32712","14497","3.8","0.8","30375","12978","37.1","1.8","29149","2003","38.4","1.9","31438","3549","20.7","1.5","20115","1610","20555","684","31833","1523","48.6","2.2","26431","2326","51.4","2.2","39551","2905","29.3","2.1","59770","4631","60.8","2.5","25290","1908","9.9","1.4","33159","7075","10888","599","17044","1765","61.1","3.4","15844","1453","56.7","3.6","14714","1751","4.4","1.3","52762","9246","38.9","3.4","22892","5900","33.7","3.3","18869","7033","5.2","1.6","45179","20602","49.4","(X)","(X)","(X)","51.1","(X)","(X)","(X)","42.6","(X)","(X)","(X)",
